"일련번호","지역구","제목","내용","대상","종목","일시","장소","참가규모(명)","수혜기관명","주소","전화번호","기관 홈페이지"
"6603","송파","어르신체육활동사업","공체조","어르신","공체조","월 12:50~13:30","가락금호경로당","15명","가락금호경로당","서울특별시 송파구 송파대로 32길 15","02-407-3582",""
"6602","송파","어르신체육활동사업","공체조","어르신","공체조","월 10:40~11:20","민들레데이케어센터","30명","민들레데이케어센터","서울특별시 송파구 성내천로 193","02-448-0166","https://m.cafe.daum.net/mdl0166"
"6601","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 11:00~11:40","송파노인종합복지관","30명","송파노인종합복지관","서울특별시 송파구 백제고분로 32길 41","02-2203-9400","http://www.song-pa.or.kr/"
"6600","송파","학교체육","학교체육","유소년","학교체육","화 14:00~14:40","평화초등학교","30명","평화초등학교","서울특별시 송파구 송파대로26길 22","02-443-2748","http://www.pyunghwa.es.kr"
"6599","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 14:30~15:10","쌍용경로당","10명","쌍용경로당","서울특별시 송파구 동남로189","02-3401-5931",""
"6598","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 13:30~14:10","래미안경로당","15명","래미안경로당","서울특별시 송파구 동남로 225","02-400-9934",""
"6597","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 11:00~11:40","행복케어주야간보호센터","30명","행복케어주야간보호센터","서울특별시 송파구 거마로61 5층","02-508-3870","http://www.happycarehc.modoo.at"
"6596","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 14:20~15:00","장수경로당","15명","장수경로당","서울특별시 송파구 성내천로 318","02-406-7854",""
"6595","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 13:30~14:10","금호어울림경로당","15명","금호어울림경로당","서울특별시 송파구 성내천로 314","02-400-2965",""
"6594","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 10:40~11:20","민들레데이케어센터","30명","민들레데이케어센터","서울특별시 송파구 성내천로 193","02-448-0166",""
"6593","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 14:10~14:50","송파치매안심센터","10명","송파치매안심센터","서울특별시 송파구 충민로 184","02-2147-5062","http://www.songpa.seouldementia.or.kr/"
"6592","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 13:20~14:00","파인1단지경로당","10명","파인1단지경로당","서울특별시 송파구 충민로 188","02-406-2929",""
"6591","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 10:40~11:20","희나리데이케어센터","26명","희나리데이케어센터","서울특별시 송파구 백제고분로 42길 5, 5층","02-413-3462","http://www.heenaridcare.or.kr/"
"6590","송파","어르신체육활동사업","생활체조","어르신","생활체조","화 13:50~14:30","미성경로당","10명","미성경로당","서울특별시 송파구 오금로 32길 10","02-417-2387",""
"6589","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","화 11:00~11:40","늘봄데이케어센터","30명","늘봄데이케어센터","서울특별시 송파구 마천로 264 5층","02-400-7978","http://www.neulbom.or.kr/"
"6588","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","월 15:20~16:00","365데이케어센터","25명","365데이케어센터","서울특별시  송파구 거마로12 상형빌딩 2층","02-409-2388","https://blog.daum.net/songpa.365"
"6587","송파","어르신체육활동사업","생활체조","어르신","생활체조","월 13:30~14:10","거여5단지경로당","15명","거여5단지경로당","서울특별시 송파구 거여동 294","02-403-7234",""
"6586","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","월 10:40~11:20","문정데이케어","30명","문정데이케어센터","서울 송파구 동남로4길 36 F.I.빌딩","02-403-3677","http://www.munjungday.com"
"6585","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 14:40~15:20","백토경로당","15명","백토경로당","서울특별시 송파구 양재대로72길 47-8","",""
"6584","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 13:40~14:20","오금경로당","10명","오금경로당","서울특별시 송파구 성내천로 10길 4","02-406-1764",""
"6583","송파","어르신체육활동사업","생활체조","어르신","생활체조","금 10:00~10:50","사회복지관","35명","사회복지관","서울특별시 송파구 오금로51길 34","02-401-1919","http://www.songpacc.or.kr/"
"6582","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 14:00~14:40","마천종합사회복지관","15명","마천종합사회복지관","서울특별시 송파구 마천로65길 4","02-449-3141","http://www.macheon-welfare.or.kr/"
"6581","송파","어르신체육활동사업","생활체조","어르신","생활체조","목 11:00~11:40","늘봄데이케어센터","30명","늘봄데이케어센터","서울특별시 송파구 마천로 264 5층","02-400-7978","http://www.neulbom.or.kr/"
"6580","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 15:00~15:40","송파치매주야간보호센터","30명","송파치매주야간보호센터","서울특별시 송파구 백제고분로 32길 41","02-3431-6736","http://www.song-pa.or.kr/bbs/content.php?co_id=021601"
"6579","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 14:00~14:40","잠실힐링데이케어센터","30명","잠실힐링데이케어센터","서울특별시 송파구 방이동 108-8","02-420-2838","http://healingday.webable.kr/"
"6578","송파","어르신체육활동사업","생활체조","어르신","생활체조","수 10:40~11:20","문정데이케어","30명","문정데이케어센터","서울 송파구 동남로4길 36 F.I.빌딩","02-403-3677","http://munjungday.net/"
"6577","송파","어르신체육활동사업","생활체조","어르신","생활체조","화 14:20~15:00","효담데이케어센터","20명","효담데이케어센터","서울특별시 송파구 송파대로28길 20 세화빌딩 3층 308호","02-443-0913","http://www.hyodamlifecare.co.kr/"
"6576","송파","어르신체육활동사업","생활체조","어르신","생활체조","화 13:20~14:00","장지경로당","10명","장지경로당","서울특별시 새말로10길 3- 16","02-408-3689",""
"6575","송파","어르신체육활동사업","생활체조","어르신","생활체조","화 11:00~11:40","송파노인복지센터","20명","송파노인복지센터","서울특별시 송파구 백제고분로41길 19-24 신원빌딩","02-2202-3677","http://www.songpawelfare.com/"
"6574","송파","어르신체육활동사업","생활체조","어르신","생활체조","월 15:10~15:50","오금문화센터","10명","오금문화센터","서울특별시 송파구 성내천로10길 4","02-406-1764",""
"6573","송파","어르신체육활동사업","생활체조","어르신","생활체조","월 13:40~14:20","송파노인지회","20명","송파노인지회","서울특별시 송파구 송파대로38길 1 2층","02-421-4229",""
"6572","송파","어르신체육활동사업","생활체조","어르신","생활체조","월 11:20~12:00","가락프라자경로당","10명","가락프라자경로당","서울특별시 송파구 문정로 125","02-407-5032",""
"6571","송파","일반체육활동사업","유아체육","유아 만6~7세","유아체육","금 10:30~11:10","아우름체육센터","20명","다온어린이집","서울특별시 송파구 거마로7길 42","02-443-5996",""
"6570","송파","일반체육활동사업","유아체육","유아 만6~7세","유아체육","화 10:30~11:10","아우름체육센터","20명","송파어린이집","서울특별시 송파구 오금로51길 34","02-401-1848",""
"6569","송파","일반체육활동사업","유아체육","유아 만6~7세","유아체육","월 10:30~11:10","아우름체육센터","15명","뉴한가람어린이집","서울특별시 송파구 성내천로 162 (마천동)","02-443-0138",""
"6568","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","목 14:00~14:40","송파실벗뜨락","20명","송파실벗뜨락","서울특별시 송파구 백제고분로42길 5","02-2203-3330","http://www.songpasilbeot.or.kr/"
"6567","송파","학교체육","학교체육","유소년","학교체육","목 15:00~16:20(2)","오금초등학교","40명","오금초등학교","서울특별시 송파구 위례성대로22길11","02-408-8316","https://ogum.sen.es.kr/"
"6566","송파","학교체육","학교체육","유소년","학교체육","수 14:00~15:20(2)","송파초등학교","40명","송파초등학교","서울특별시 송파구 백제고분로400","02-414-0644","https://songpa.sen.es.kr/"
"6565","송파","학교체육","학교체육","유소년","학교체육","화 14:30~15:50(2)","송례초등학교","40명","송례초등학교","서울특별시 송파구 위례순환로 439","02-2144-3802","https://sree.sen.es.kr/"
"6564","송파","학교체육","학교체육","유소년","학교체육","월 14:30~15:50(2)","거여초등학교","40명","거여초등학교","서울특별시 송파구 마천로25길18","02-2160-5400","https://geo-yeo.sen.es.kr/"
"6563","송파","학교체육","학교체육","유소년","학교체육","금 13:30~15:00","가원초등학교","50명","가원초등학교","서울특별시 송파구 중대로4길 8","02-405-4555","https://gawon.sen.es.kr/"
"6562","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","금 14:00~14:40","송파치매지원센터","20명","송파구치매지원센터","서울특별시 송파구 충민로 184","02-2147-5050","http://www.songpa.seouldementia.or.kr/Default.asp"
"6561","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","금 13:10~13:50","송파복지센터","20명","송파복지센터","서울특별시 송파구 충민로 184","02-409-1616","http://www.carefriends.or.kr/"
"6560","송파","어르신체육활동사업","세라밴드","어르신","세라밴드","금 10:30~11:10","참사랑데이케어센터","15명","참사랑데이케어센터","서울특별시 송파구 마천로 89, 3층","02-3401-5558","http://www.cafe.naver.com/tldc"
