,분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
42,국악,성북구,[성북문화재단] 성북국악페스티벌 풍류마치 2023,2023-10-28~2023-10-29,서울성북미디어문화마루 꿈빛극장,성북문화재단,8세 이상 관람가,"전석 30,000원",,,,https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=23633&menuNo=500144,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=46a675b659a840ecbc29ee37da647e32&thumb=Y,2023-09-08,기관,00:00.0,00:00.0,,37.60375521,127.0222037,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143221&menuNo=200008
43,교육/체험,중구,책읽는 서울광장에서 즐기는 가족 그림책 예술놀이,2023-10-28~2023-10-28,책읽는 서울광장 프로그램 부스,서울시청,20 가족 ( 어린이는 1 명이상 ),,,,,https://news.seoul.go.kr/culture/archives/521292,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d0575986c5846f38edaafec89e49ef2&thumb=Y,2023-10-16,기관,00:00.0,00:00.0,가족 문화행사,37.56533387,126.9776978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143730&menuNo=200011
44,교육/체험,도봉구,삼각산 활짝시네마 문화 연계 프로그램 [영화상담소],2023-10-28~2023-10-28,삼각산시민청 1동 2층 활짝라운지,삼각산시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1717&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1f6ec2524f1c49beafd074cf57e10caf&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.65589083,127.0135632,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143659&menuNo=200011
45,콘서트,성북구,2023년 찾아가는 삼각산시민청 [성북산책-숲속음악여행],2023-10-28~2023-10-28,오동공원 들꽃향기원(성북구 화랑로13가길 110-10),시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1722&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aedd6ef10ad042d4ab8a1b051dc35df0&thumb=Y,2023-10-16,기관,00:00.0,00:00.0,기타,37.6086202,127.0422837,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143712&menuNo=200008
46,교육/체험,노원구,[서울시립과학관] 모두를 위한 천문학,2023-10-28~2023-10-28,서울시립과학관 1층 사이언스홀,서울시립과학관,초등 저학년~성인,무료,,,,https://science.seoul.go.kr/program/lecture/info?menuId=46&progMstId=670,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=710e325c42be4f8189ab06ced6be3fab&thumb=Y,2023-10-13,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.64199411,127.0774371,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143675&menuNo=200011
47,축제-문화/예술,양천구,[서서울예술교육센터] 2023 엄마아빠 행복 프로젝트 [10월 엄마아빠 행복 페스티벌],2023-10-28~2023-10-28,서서울예술교육센터 전체 공간,서울문화재단,"부모, 어린이를 포함한 가족 및 서울시민 누구나",,,,,https://www.sfac.or.kr/participation/sfac_program.do?mode=VIEW&step=&eduMstSeq=33194&mvnIdx=&prjIdx=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=334da602cd5447b3906f8823b5dcd3ed&thumb=Y,2023-10-13,기관,00:00.0,00:00.0,가족 문화행사,37.52821978,126.8321453,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143689&menuNo=200010
48,클래식,중구,[서울시향] 2023 서울시향 실내악 시리즈 III : 영감,2023-10-28~2023-10-28,세종문화회관 체임버홀,서울시립교향악단,홈페이지 참고,"R 50,000원 S 30,000원 A 10,000원","(협연) 피아노, 김선욱",,,https://www.seoulphil.or.kr/perf/view?perfNo=5300&calendarDate=2023/10/28&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=19a985e3168f42b484199cf16c99c825&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143341&menuNo=200008
49,축제-문화/예술,도봉구,[도봉문화재단] 2023 우이천 예술캠프,2023-10-28~2023-10-28,도봉구 우이천 일대 (우이교~수유교),도봉문화재단,프로그램별 상이 (보호자 필참),,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=2&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=972&searchkey=NAME&search_gb=&gubun=03&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4178d953be734d1f80ce755070f11a9d&thumb=Y,2023-09-21,기관,00:00.0,00:00.0,기타,37.64857331,127.0182451,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143426&menuNo=200010
50,콘서트,종로구,[서울역사박물관] 레트로콘서트 [성악가와 함께하는 공감 콘서트],2023-10-28~2023-10-28,서울생활사박물관 3층 야외테라스,서울역사박물관,시민(무료),,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d43c548e7ec410bab2ec5269e9adc76&thumb=Y,2023-10-13,기관,00:00.0,00:00.0,기타,37.62017392,127.0769362,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143681&menuNo=200008
51,축제-문화/예술,중구,[중구문화재단] 2023 제12회 서울충무로영화제(CFFS),2023-10-27~2023-11-01,"충무아트센터, 남산골한옥마을, CGV 명동역 씨네라이브러리",중구문화재단,누구나,,,,,https://cffs.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=da0e6574f39b4cf5a1587dff5cc2551a&thumb=Y,2023-08-31,기관,00:00.0,00:00.0,기타,37.56594097,127.0147909,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143088&menuNo=200010
52,클래식,종로구,2023 실내악 시리즈 II [SMTO 앙상블 with 임현정],2023-10-27~2023-10-27,세종문화회관 세종체임버홀,세종문화회관,만 7세 이상 관람가 ,"R석 40,000원 S석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33867&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9597f848466347ccb947e1717095b01d&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143650&menuNo=200008
53,콘서트,영등포구,[영등포문화재단] 최백호 콘서트: 그 모든 찰나들이,2023-10-27~2023-10-27,영등포아트홀,영등포문화재단,누구나,"전석 30,000원",,,,https://tickets.interpark.com/goods/23011411,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f770c6beab344169f0a680a0ec1efb3&thumb=Y,2023-09-18,기관,00:00.0,00:00.0,기타,37.5262451,126.9001286,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143364&menuNo=200008
54,콘서트,구로구,월별시리즈IV [윤석철트리오],2023-10-27~2023-10-27,오류아트홀,구로문화재단,초등학생 이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3680&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=997a7182edb94edf9d68b95526fa592d&thumb=Y,2023-08-21,기관,00:00.0,00:00.0,,37.49535812,126.8460358,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142852&menuNo=200008
55,교육/체험,노원구,[서울시립 북서울미술관] 지역친화 시니어 프로그램 [명화극장],2023-10-26~2023-11-22,서울시립 북서울미술관 B1 다목적홀 ,서울시립미술관,성인 일반인,,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1230296,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f38276673fa14ede899e77937f423767&thumb=Y,2023-10-16,기관,00:00.0,00:00.0,기타,37.64066045,127.0668656,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143713&menuNo=200011
56,뮤지컬/오페라,종로구,푸치니 [투란도트],2023-10-26~2023-10-29,세종대극장,세종문화회관,만 7세 이상,"VIP석 150,000원 R석 120,000원 S석 100,000원 A석 80,000원 B석 50,000원",,<html><head></head><body spellcheck=,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33853&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bc2be4d262b2474f92fa1a343be472aa&thumb=Y,2023-08-09,기관,00:00.0,00:00.0,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142732&menuNo=200008
57,콘서트,서초구,2023 재즈페스타 Fall in Jazz [BASS EFFECT 성민제 Quartet],2023-10-26~2023-10-26,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)","보컬&베이스 성민제, 베이스 최진배, 피아노 이한얼, 퍼커션 최승환","세계 국제콩쿠르를 모두 석권한 클래식 더블베이스 연주자 성민제의 장르의 국한되지 않은 다양한 활동들을 오직 이 무대에서만 보여준다. 흔히 알려진 클래식 곡을 재즈버전, 영화 ost 곡 성민제만의 스타일로 탈바꿈하는 등 특히 이번 무대에선 성민제의 악기를 닮은 실제 보이스로 노래도 들을 수 있다.",,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=612,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4274fa2007644fe6b22f7340d6881992&thumb=Y,2023-09-12,기관,00:00.0,00:00.0,기타,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143294&menuNo=200008
58,기타,종로구,[서울역사박물관] 2023 제1회 서울학 공동 학술대회,2023-10-26~2023-10-26,서울역사박물관,서울역사박물관,"관심있는 시민, 관계자들",,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8164d6a3f2f4b2396f3cf07c3dfc437&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143644&menuNo=200013
59,교육/체험,마포구,[마포구청 10월/도서관 초대석] 우리는 마약을 모른다,2023-10-26~2023-10-26,마포구립서강도서관 3층 세미나실,마포구청,누구나,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7507,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a6ac45ecec54a90b5b2efe63b6a1439&thumb=Y,2023-09-16,기관,00:00.0,00:00.0,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143358&menuNo=200011
60,기타,중구,유네스코 창의도시 네트워크 국제포럼 (UNESCO Creative Cities Network Forum),2023-10-26~2023-10-26,동대문디자인플라자(DDP) 아트홀 1관(오전) / 디자인랩 3층 디자인홀(오후),동대문디자인플라자,관심있는 누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=599&boardno=16&bbstopno=599&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=24ddd1c904404399bd54e5cf9ca6487c&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143652&menuNo=200013
61,클래식,송파구,[서울시향] 2023 서울시향 김선욱의 모차르트와 슈트라우스,2023-10-26~2023-10-26,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 100,000원 S 80,000원 A 50,000원 B 30,000원 C 10,000원",(지휘&연주) 김선욱,,,https://www.seoulphil.or.kr/perf/view?perfNo=5259&calendarDate=2023/10/26&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=389d3f0b9e7c47ba9d4d47ed00207e24&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,기타,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143346&menuNo=200008
62,전시/미술,종로구,미술관 옆 공연장 - 그림에 음악과 향기를 더하다,2023-10-26~2023-10-26,세종체임버홀,세종문화회관,7세 이상 ,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34532&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dfac678621ce42bfb5b89299237b810f&thumb=Y,2023-09-18,기관,00:00.0,00:00.0,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143372&menuNo=200009
63,뮤지컬/오페라,광진구,[광진문화재단] 가족 뮤지컬 까먹어도 될까요,2023-10-25~2023-11-18,광진어린이공연장,광진문화재단,36개월 이상,"전석 25,000원",,,,https://tickets.interpark.com/goods/23013969,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0282f2720fb24f619c53f71ed5db2da1&thumb=Y,2023-10-13,기관,00:00.0,00:00.0,기타,37.56501095,127.0845968,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143671&menuNo=200008
64,영화,구로구,[서울아트책보고] 10월 수요영화살롱,2023-10-25~2023-10-25,서울아트책보고 해보고 워크샵룸,서울아트책보고,12세 관람가,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=7308&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e098ba6f625a42058f9c3a85bdd5a555&thumb=Y,2023-10-11,기관,00:00.0,00:00.0,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143643&menuNo=200013
65,클래식,양천구,[서울시향] 2023 서울시향 우리동네 음악회(관현악),2023-10-25~2023-10-25,양천문화회관 대극장,서울시립교향악단,홈페이지 참고,무료,(지휘) 김선욱,,,https://www.seoulphil.or.kr/perf/view?perfNo=5769&calendarDate=2023/10/25&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c5e42d531914924b2683647d9a50e89&thumb=Y,2023-09-15,기관,00:00.0,00:00.0,기타,37.51652093,126.86334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143340&menuNo=200008
66,기타,중구,DDP디자인론칭페어,2023-10-24~2023-11-02,DDP 아트홀 2관(서울디자인 2023 전시장 내),동대문디자인플라자,누구나,"12,000원 - 컨퍼런스 패키지 (전시+서울디자인 컨퍼런스 입장권 & 행사 굿즈 증정) - 9월 5일 사전예매 할인 오픈",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=541&boardno=16&bbstopno=541&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=faae1a9673544d13ab72904ee627b982&thumb=Y,2023-08-18,기관,00:00.0,00:00.0,,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142833&menuNo=200013
67,전시/미술,중구,[서울디자인재단] 서울디자인 2023,2023-10-24~2023-11-02,DDP(동대문디자인플라자) 전관 및 서울시 일대,서울디자인재단,누구나,"① 전시 입장권 : 12,000원(얼리버드 할인가 6,000원)  ② 컨퍼런스 입장권(전시 입장권 1매 + 행사 굿즈 증정) : 70,000원(얼리버드 할인가 40,000원)                                                                ※ 얼리버드 할인기간 : 9.5.(화)~10.16(월) ",,서울 대표 디자인 축제,,https://seoul-design.or.kr/seouldesign/opening.asp,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eeeb6af153474d7caaa764f441de0bf0&thumb=Y,2023-08-24,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142910&menuNo=200009
68,축제-기타,은평구,2023 서울기록페어: 기록이 모이면 서울이 됩니다,2023-10-24~2023-10-29,서울기록원(서울특별시 은평구 통일로62길 7),서울시청,프로그램별 상이,,,,,https://archives.seoul.go.kr/post/3797,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e550d63baaf94bb6922f3c0a6c411021&thumb=Y,2023-10-10,기관,00:00.0,00:00.0,기타,37.60753303,126.9348602,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143634&menuNo=200010
69,교육/체험,마포구,[여가/관광강좌 4회차] 2023 서울시민관광 아카데미 알렉산더 테크닉을 통한 내 몸 사용법,2023-10-24~2023-10-26,"문화비축기지 T6, T2",기타,서울 거주 시민 40명,,,,,https://www.sto-academy.com/service-page/4%ED%9A%8C%EC%B0%A8-%EC%97%AC%EA%B0%80-%EA%B4%80%EA%B4%91-%EA%B0%95%EC%A2%8C-%EC%95%8C%EB%A0%89%EC%82%B0%EB%8D%94-%ED%85%8C%ED%81%AC%EB%8B%89%EC%9D%84-%ED%86%B5%ED%95%9C-%EB%82%B4-%EB%AA%B8-%EC%82%AC%EC%9A%A9%EB%B2%95?category=f25aa60c-a574-4de5-9b22-44017f4a2637&referral=service_list_widget,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b5074bad5c164fdfa365ce03fb1184ec&thumb=Y,2023-09-25,기관,00:00.0,00:00.0,,37.57136484,126.894251,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143508&menuNo=200011
70,콘서트,송파구,2023년 서울시 구립여성합창단 합창대전 ,2023-10-24~2023-10-24,우리금융아트홀(올림픽공원내),서울시청,누구나,,23개 자치구 구립여성합창단(합창공연) 및 서울시 구립여성연합 합창단(축하공연),푸른 하늘과 풍요로운 열매가 함께하는 가을의 어느 멋진 날에 올림픽공원내 우리금융아트홀에서  서울시 자치구 여성합창단들의 아름다운 하모니가 시민 여러분 곁으로 찾아갑니다.,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230918140223055820,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0420043732294d839b8ff5aac482e02d&thumb=Y,2023-10-12,기관,00:00.0,00:00.0,가족 문화행사,37.5203397,127.1155179,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143667&menuNo=200008
